Exit Code,Latitude,Longitude,Station Name
Exit A,1.4403456612830383,103.80098952191813,ADMIRALTY MRT STATION
Exit B,1.440152396746762,103.80053346325835,ADMIRALTY MRT STATION
Exit C,1.4405962856579384,103.80054245816031,ADMIRALTY MRT STATION
Exit D,1.4405333880722966,103.80136453445112,ADMIRALTY MRT STATION
Exit A,1.316238485344709,103.88249665045747,ALJUNIED MRT STATION
Exit B,1.3164879303040784,103.88247288778244,ALJUNIED MRT STATION
Exit A,1.369464706505095,103.84993900074095,ANG MO KIO MRT STATION
Exit B,1.3696853221997212,103.84959610065526,ANG MO KIO MRT STATION
Exit C,1.3694405305965007,103.84934327370465,ANG MO KIO MRT STATION
Exit D,1.3698823752681695,103.84982457247968,ANG MO KIO MRT STATION
Exit A,1.3881853854521522,103.9054456307135,BAKAU LRT STATION
Exit B,1.3878407992569977,103.90548212404298,BAKAU LRT STATION
Exit A,1.3798533467645455,103.77259057420869,BANGKIT LRT STATION
Exit A,1.342248749216091,103.88025589326459,BARTLEY MRT STATION
Exit B,1.3435010615293341,103.8789086939245,BARTLEY MRT STATION
Exit A,1.2809674239716435,103.8587319247403,BAYFRONT MRT STATION
Exit B,1.2827052247082797,103.85975918022659,BAYFRONT MRT STATION
Exit C,1.2828349086889401,103.85959687218748,BAYFRONT MRT STATION
Exit D,1.2828343544709762,103.85949384661112,BAYFRONT MRT STATION
Exit E,1.2811046370918653,103.85844100365208,BAYFRONT MRT STATION
Exit 1,1.3118987186917346,103.94126172566517,BAYSHORE MRT STATION
Exit 2,1.3121838590996928,103.94067346766076,BAYSHORE MRT STATION
Exit 3,1.31356798026815,103.94072100418352,BAYSHORE MRT STATION
Exit 4,1.3135263973574927,103.94267591982259,BAYSHORE MRT STATION
Exit 5,1.3128967114776557,103.94258441308978,BAYSHORE MRT STATION
Exit A,1.3416961499328006,103.7759842962261,BEAUTY WORLD MRT STATION
Exit B,1.341582214549837,103.77545067944088,BEAUTY WORLD MRT STATION
Exit C,1.3399818737845794,103.7757615456262,BEAUTY WORLD MRT STATION
Exit A,1.3235686361563497,103.92915714309531,BEDOK MRT STATION
Exit B,1.3242683427611412,103.92967308999474,BEDOK MRT STATION
Exit C,1.3240746458654598,103.92940427968887,BEDOK MRT STATION
Exit A,1.3351262662136352,103.91804982398726,BEDOK NORTH MRT STATION
Exit B,1.3343724902032656,103.91913430266187,BEDOK NORTH MRT STATION
Exit B,1.3341660744472075,103.91906282344867,BEDOK NORTH MRT STATION
Exit C,1.3344225765515134,103.9178105260292,BEDOK NORTH MRT STATION
Exit A,1.336347760899778,103.93288682250619,BEDOK RESERVOIR MRT STATION
Exit B,1.3365549033286315,103.93348718985506,BEDOK RESERVOIR MRT STATION
Exit A,1.2991951960301853,103.85084338471715,BENCOOLEN MRT STATION
Exit B,1.2981994004556694,103.84956047759098,BENCOOLEN MRT STATION
Exit C,1.2976991176544332,103.8492717038725,BENCOOLEN MRT STATION
Exit A,1.3138525056222503,103.86307400593707,BENDEMEER MRT STATION
Exit B,1.3134807250255989,103.86321923143063,BENDEMEER MRT STATION
Exit A,1.350579598712016,103.8483049917219,BISHAN MRT STATION
Exit B,1.3510644392737419,103.84831225598012,BISHAN MRT STATION
Exit C,1.3505849115398918,103.84820928129376,BISHAN MRT STATION
Exit D,1.3510532199332945,103.85020108196488,BISHAN MRT STATION
Exit E,1.3510348377710364,103.84843292387485,BISHAN MRT STATION
Exit A,1.3201068759913108,103.86150235706886,BOON KENG MRT STATION
Exit B,1.3192351959974773,103.86190367551879,BOON KENG MRT STATION
Exit C,1.317914816472307,103.86070683328751,BOON KENG MRT STATION
Exit A,1.3382799880819698,103.7054089949691,BOON LAY MRT STATION
Exit B,1.338420695657893,103.70614554796673,BOON LAY MRT STATION
Exit C,1.3387381087333912,103.70595515261101,BOON LAY MRT STATION
Exit D,1.3386295077959716,103.70565003803485,BOON LAY MRT STATION
Exit E,1.338514120931197,103.70535335319977,BOON LAY MRT STATION
Exit F,1.3382732219770168,103.70579503136489,BOON LAY MRT STATION
Exit A,1.3225346329493606,103.81497690573431,BOTANIC GARDENS MRT STATION
Exit B,1.3226846123363898,103.81591414579154,BOTANIC GARDENS MRT STATION
Exit A,1.341068992069514,103.84642954072108,BRADDELL MRT STATION
Exit B,1.3407443190144652,103.84640649723127,BRADDELL MRT STATION
Exit C,1.3406721639431691,103.84744083059097,BRADDELL MRT STATION
Exit A,1.296858921771042,103.85132725338609,BRAS BASAH MRT STATION
Exit B,1.2960462130772386,103.85047427550748,BRAS BASAH MRT STATION
Exit C,1.2970144329639453,103.85024985270456,BRAS BASAH MRT STATION
Exit D,1.2975514851835557,103.8501575209801,BRAS BASAH MRT STATION
Exit E,1.297535451717088,103.85042319251075,BRAS BASAH MRT STATION
Exit 1,1.3640371821656152,103.83363541399386,BRIGHT HILL MRT STATION
Exit 2,1.3632827623551678,103.83351063156859,BRIGHT HILL MRT STATION
Exit 3,1.3621838048498118,103.83237571105509,BRIGHT HILL MRT STATION
Exit 4,1.3631639565255047,103.83195382945166,BRIGHT HILL MRT STATION
A,1.3834097909898952,103.89288383673062,BUANGKOK MRT STATION
Exit B,1.382649722820209,103.89346315223678,BUANGKOK MRT STATION
Exit A,1.3012040895646393,103.85592408146064,BUGIS MRT STATION
Exit B,1.3007821987656956,103.85633662767292,BUGIS MRT STATION
Exit C,1.3000069406998658,103.85568570391386,BUGIS MRT STATION
Exit D,1.2990788488867298,103.85689065486714,BUGIS MRT STATION
Exit A,1.3495610753524367,103.7499739902577,BUKIT BATOK MRT STATION
Exit B,1.349389587768077,103.7499369555793,BUKIT BATOK MRT STATION
Exit C,1.3495200607327413,103.74976656493072,BUKIT BATOK MRT STATION
Exit D,1.3484053759049566,103.74911839418894,BUKIT BATOK MRT STATION
Exit A,1.359069846241564,103.75207638937478,BUKIT GOMBAK MRT STATION
Exit B,1.3586952612690937,103.75209299569798,BUKIT GOMBAK MRT STATION
Exit C,1.3590649797518373,103.75172661484677,BUKIT GOMBAK MRT STATION
Exit D,1.3592978528191881,103.75195099052644,BUKIT GOMBAK MRT STATION
Exit A,1.378020383749656,103.76306355524726,BUKIT PANJANG LRT STATION
Exit B,1.3778632485675977,103.76317852054554,BUKIT PANJANG LRT STATION
Exit C,1.3779279277525465,103.76272252355642,BUKIT PANJANG LRT STATION
Exit D,1.378024102648342,103.76325185195583,BUKIT PANJANG LRT STATION
Exit A,1.3807451173057772,103.75959784357276,BUKIT PANJANG MRT STATION
Exit A,1.3787662376388572,103.76203436087093,BUKIT PANJANG MRT STATION
Exit A,1.379007969740763,103.76192293420945,BUKIT PANJANG MRT STATION
Exit B,1.3786188940125126,103.76137050495701,BUKIT PANJANG MRT STATION
Exit A,1.3073094507702407,103.79044917530257,BUONA VISTA MRT STATION
Exit B,1.3071972570585428,103.79065661943288,BUONA VISTA MRT STATION
Exit C,1.3069128886104584,103.79059939037006,BUONA VISTA MRT STATION
Exit D,1.3062981416247745,103.79093006515394,BUONA VISTA MRT STATION
Exit 1,1.337105316695643,103.83940673122467,CALDECOTT MRT STATION
Exit 2,1.3382597299418082,103.84038749923758,CALDECOTT MRT STATION
Exit 3,1.3378320231792558,103.84046474529944,CALDECOTT MRT STATION
Exit 4,1.3367508751106454,103.83988242975174,CALDECOTT MRT STATION
Exit A,1.443630141060561,103.82952797586145,CANBERRA MRT STATION
Exit B,1.4429351481829502,103.82996174120925,CANBERRA MRT STATION
Exit C,1.4428044654120509,103.82970029333653,CANBERRA MRT STATION
Exit D,1.443511338844814,103.82925464394748,CANBERRA MRT STATION
Exit E,1.4432559135570144,103.83011623317348,CANBERRA MRT STATION
Exit A,1.3698333185962925,103.76423448071098,CASHEW MRT STATION
E,1.318287499415408,103.89323439978084,CC9
F,1.3167375002646893,103.89260940023549,CC9
Exit A,1.3563414210048035,103.98927664241383,CHANGI AIRPORT MRT STATION
Exit B,1.3572202560601727,103.98730457979791,CHANGI AIRPORT MRT STATION
Exit A,1.3963732182354105,103.89368487427694,CHENG LIM LRT STATION
Exit B,1.3961869711232995,103.89392033157345,CHENG LIM LRT STATION
Exit A,1.2837127704301896,103.84379788809954,CHINATOWN MRT STATION
Exit C,1.284674897368101,103.8428128535836,CHINATOWN MRT STATION
Exit D,1.285406459986675,103.84347621052814,CHINATOWN MRT STATION
Exit E,1.2850440806089183,103.84442811940502,CHINATOWN MRT STATION
Exit F,1.2842747760727764,103.84546253179646,CHINATOWN MRT STATION
Exit G,1.284736083637029,103.8444585417297,CHINATOWN MRT STATION
Exit A,1.3424387432399767,103.73222015482936,CHINESE GARDEN MRT STATION
Exit B,1.3419820895649266,103.73274182554528,CHINESE GARDEN MRT STATION
Exit C,1.3415658263325776,103.73339313576297,CHINESE GARDEN MRT STATION
Exit B,1.3849796641871803,103.7445951430258,CHOA CHU KANG LRT STATION
Exit E,1.3849999997274485,103.74462000044716,CHOA CHU KANG LRT STATION
Exit A,1.385431280875975,103.7445571353678,CHOA CHU KANG MRT STATION
Exit A,1.3853999999695223,103.744560000291,CHOA CHU KANG MRT STATION
Exit B,1.3845999997090193,103.74447000005159,CHOA CHU KANG MRT STATION
Exit C,1.3857361854031247,103.74451779877056,CHOA CHU KANG MRT STATION
Exit C,1.385729999564578,103.74447000018996,CHOA CHU KANG MRT STATION
Exit D,1.3853699997077467,103.74411000039194,CHOA CHU KANG MRT STATION
Exit D,1.3857053906700119,103.7442235839257,CHOA CHU KANG MRT STATION
Exit A,1.2932271103418318,103.85302041355058,CITY HALL MRT STATION
Exit B,1.2930999185799508,103.8519602177464,CITY HALL MRT STATION
Exit C,1.2930418479082573,103.85298028770758,CITY HALL MRT STATION
Exit D,1.2934548259513226,103.85180233380913,CITY HALL MRT STATION
Exit A,1.2868987878357088,103.84606454377302,CLARKE QUAY MRT STATION
Exit B,1.2878057526558389,103.84590343273553,CLARKE QUAY MRT STATION
Exit C,1.289383851872467,103.84666583385501,CLARKE QUAY MRT STATION
Exit E,1.2890001830713862,103.84703264329924,CLARKE QUAY MRT STATION
Exit F,1.2894055668026585,103.84712974273279,CLARKE QUAY MRT STATION
Exit G,1.2891992578180935,103.84659390916543,CLARKE QUAY MRT STATION
Exit A,1.3153735578744434,103.76498210259511,CLEMENTI MRT STATION
Exit B,1.3154691294316818,103.76518556672941,CLEMENTI MRT STATION
Exit C,1.3141622981069079,103.76574981571945,CLEMENTI MRT STATION
Exit D,1.3140784143450015,103.76557011618358,CLEMENTI MRT STATION
Exit A,1.3026481614077343,103.79795829226589,COMMONWEALTH MRT STATION
Exit B,1.3027527769977458,103.79805788203096,COMMONWEALTH MRT STATION
Exit C,1.3020770458031892,103.7987785726048,COMMONWEALTH MRT STATION
Exit D,1.3020127193513336,103.7987202587723,COMMONWEALTH MRT STATION
Exit A,1.3943275215100395,103.90061646960031,COMPASSVALE LRT STATION
Exit B,1.394534172299889,103.90070659755264,COMPASSVALE LRT STATION
Exit A,1.3936846522216244,103.91265223396981,CORAL EDGE LRT STATION
Exit B,1.3939708071108299,103.91270874436744,CORAL EDGE LRT STATION
Exit A,1.3991243935090023,103.90592873577582,COVE LRT STATION
Exit B,1.3993026566088154,103.90617601360019,COVE LRT STATION
Exit A,1.308814187524259,103.88930721534395,DAKOTA MRT STATION
Exit B,1.3080967504054488,103.88797933768159,DAKOTA MRT STATION
Exit A,1.4052846134337436,103.90879222699208,DAMAI LRT STATION
Exit B,1.4050460283087411,103.90861385602817,DAMAI LRT STATION
Exit A,1.2984450920481716,103.84678797178553,DHOBY GHAUT MRT STATION
Exit B,1.2990558907089098,103.84522955892908,DHOBY GHAUT MRT STATION
Exit C,1.299649242161315,103.8447478571907,DHOBY GHAUT MRT STATION
Exit D,1.29993066561743,103.8450301318641,DHOBY GHAUT MRT STATION
Exit E,1.2997484706698177,103.84537229423007,DHOBY GHAUT MRT STATION
Exit F,1.299634891911056,103.84584231801777,DHOBY GHAUT MRT STATION
Exit A,1.3114154334487695,103.7783047152878,DOVER MRT STATION
Exit B,1.3116931916796435,103.7784647713041,DOVER MRT STATION
Exit A,1.2797734552829652,103.85264656001088,DOWNTOWN MRT STATION
Exit B,1.2796013182822525,103.85290812847026,DOWNTOWN MRT STATION
Exit C,1.2794443683916052,103.85315209196104,DOWNTOWN MRT STATION
Exit D,1.2791760407808874,103.85301375913124,DOWNTOWN MRT STATION
Exit E,1.2795279106323079,103.85247804639863,DOWNTOWN MRT STATION
Exit F,1.2797962396920595,103.85242774644063,DOWNTOWN MRT STATION
D,1.2826000004195686,103.84809999968618,DT18
E,1.282700000363803,103.84750000000379,DT18
1,1.3550632998007643,103.76869550039065,DT4
2,1.3548287003188688,103.7686516998054,DT4
Exit A,1.2933705482768734,103.8563055547391,ESPLANADE MRT STATION
Exit B,1.2929271873364572,103.85617567093513,ESPLANADE MRT STATION
Exit C,1.2929043369195197,103.85585520377214,ESPLANADE MRT STATION
Exit D,1.2926237434666497,103.85583375578965,ESPLANADE MRT STATION
Exit E,1.2931288136602324,103.85556784106937,ESPLANADE MRT STATION
Exit F,1.2938195073126744,103.85510463211058,ESPLANADE MRT STATION
Exit G,1.2935864007363411,103.85492020244,ESPLANADE MRT STATION
Exit A,1.3195172748993538,103.9028941378417,EUNOS MRT STATION
Exit B,1.3195625452697972,103.90258207761774,EUNOS MRT STATION
Exit C,1.3195299188012677,103.90321518697834,EUNOS MRT STATION
Exit A,1.3354828221659554,103.96183679508403,EXPO MRT STATION
Exit A,1.3353217243389148,103.96194295822608,EXPO MRT STATION
Exit B,1.3352529442369512,103.96207528759587,EXPO MRT STATION
Exit C,1.3359509717156908,103.96216102186416,EXPO MRT STATION
Exit D,1.3348348883432715,103.96310068176199,EXPO MRT STATION
Exit E,1.3348633135054835,103.96212337687385,EXPO MRT STATION
Exit F,1.3347119482410732,103.96286574628039,EXPO MRT STATION
Exit G,1.3350193203868175,103.96304900743186,EXPO MRT STATION
Exit A,1.3844650711796456,103.77067551844488,FAJAR LRT STATION
Exit A,1.3972003445750807,103.88940744788181,FARMWAY LRT STATION
Exit B,1.3971334775058415,103.88911501684758,FARMWAY LRT STATION
Exit A,1.312326909037027,103.85477274737836,FARRER PARK MRT STATION
Exit B,1.313543965975699,103.85476376775568,FARRER PARK MRT STATION
Exit C,1.311910678691349,103.85326682482192,FARRER PARK MRT STATION
Exit D,1.3124536063930647,103.85297463523698,FARRER PARK MRT STATION
Exit E,1.3118835372381634,103.85265097067983,FARRER PARK MRT STATION
Exit F,1.3114220464813349,103.85319939114183,FARRER PARK MRT STATION
Exit G,1.3122590364129927,103.85550098237228,FARRER PARK MRT STATION
Exit H,1.3118835080609075,103.8560988521155,FARRER PARK MRT STATION
Exit I,1.311765877296202,103.85580665725489,FARRER PARK MRT STATION
Exit A,1.31749372589551,103.80796523070785,FARRER ROAD MRT STATION
Exit B,1.3175520161722278,103.80738923455762,FARRER ROAD MRT STATION
Exit A,1.3921582676260966,103.87626165389224,FERNVALE LRT STATION
Exit A,1.2924060955782486,103.84417003419682,FORT CANNING MRT STATION
Exit B,1.2928302759457175,103.84442503156531,FORT CANNING MRT STATION
Exit 1,1.280370755955639,103.86858673411133,GARDENS BY THE BAY MRT STATION
Exit 2,1.2788262233339731,103.86796876727624,GARDENS BY THE BAY MRT STATION
Exit 3,1.2783034399681215,103.86715412214197,GARDENS BY THE BAY MRT STATION
Exit A,1.3215616987402512,103.87155560756929,GEYLANG BAHRU MRT STATION
Exit B,1.3211091157953243,103.87179427142719,GEYLANG BAHRU MRT STATION
Exit 1,1.2933209760726394,103.83390463124832,GREAT WORLD MRT STATION
Exit 2,1.2928694999212986,103.83262710318911,GREAT WORLD MRT STATION
Exit 3,1.2938199765544345,103.83273405917555,GREAT WORLD MRT STATION
Exit 4,1.296029832789246,103.83303710057669,GREAT WORLD MRT STATION
Exit 5,1.2965525945647354,103.83340550437103,GREAT WORLD MRT STATION
Exit 6,1.293184344647582,103.83284101464868,GREAT WORLD MRT STATION
Exit A,1.31903226656851,103.6604441438593,GUL CIRCLE MRT STATION
Exit B,1.3188371831334533,103.65943494551723,GUL CIRCLE MRT STATION
Exit A,1.2650850346118385,103.82250980721876,HARBOURFRONT MRT STATION
Exit A,1.2660131831978316,103.82046835046091,HARBOURFRONT MRT STATION
Exit B,1.2651546823431958,103.82050881113204,HARBOURFRONT MRT STATION
Exit C,1.265259883734691,103.82253165162558,HARBOURFRONT MRT STATION
Exit D,1.2659792549959068,103.82139885715415,HARBOURFRONT MRT STATION
Exit E,1.2649719595912232,103.82158029169962,HARBOURFRONT MRT STATION
Exit 1,1.2866767448179222,103.83383975335771,HAVELOCK MRT STATION
Exit 2,1.2869440669876508,103.8334951182318,HAVELOCK MRT STATION
Exit 3,1.2888435633535371,103.83336952027848,HAVELOCK MRT STATION
Exit 4,1.2901668941642899,103.83400349617219,HAVELOCK MRT STATION
Exit 5,1.289560964282313,103.8339619016366,HAVELOCK MRT STATION
Exit A,1.2830552735417646,103.7820063970724,HAW PAR VILLA MRT STATION
Exit A,1.3624742379450678,103.76768829010308,HILLVIEW MRT STATION
Exit B,1.3620843399177323,103.76710845993587,HILLVIEW MRT STATION
Exit A,1.3112202657771888,103.79613910248287,HOLLAND VILLAGE MRT STATION
Exit B,1.3110694836596164,103.79576910839042,HOLLAND VILLAGE MRT STATION
Exit C,1.3107112013327236,103.79575377011341,HOLLAND VILLAGE MRT STATION
Exit A,1.370208578260921,103.89244572315859,HOUGANG MRT STATION
Exit B,1.3719461165527262,103.89297240097162,HOUGANG MRT STATION
Exit C,1.372141834832888,103.89197502913501,HOUGANG MRT STATION
Exit A,1.304889894129293,103.8552961254143,JALAN BESAR MRT STATION
Exit B,1.3054672798932725,103.85524456461457,JALAN BESAR MRT STATION
Exit A,1.3868326995309255,103.76467679284494,JELAPANG LRT STATION
Exit A,1.3275020844586545,103.67852070901132,JOO KOON MRT STATION
Exit B,1.3279561114378626,103.67864407707678,JOO KOON MRT STATION
Exit A,1.3339896039381867,103.74175989830943,JURONG EAST MRT STATION
Exit B,1.3325262356481666,103.74264016298261,JURONG EAST MRT STATION
Exit C,1.3327486846258436,103.74276208165342,JURONG EAST MRT STATION
Exit D,1.3335813310891886,103.74229819330705,JURONG EAST MRT STATION
Exit A,1.3998092631501848,103.91638745848152,KADALOOR LRT STATION
Exit B,1.399411467180394,103.91651713032786,KADALOOR LRT STATION
Exit A,1.3353112063695616,103.90940509862578,KAKI BUKIT MRT STATION
Exit B,1.3349218903427178,103.90914627626276,KAKI BUKIT MRT STATION
Exit A,1.3115404829755273,103.87173056416847,KALLANG MRT STATION
Exit B,1.311781770543804,103.87158707586144,KALLANG MRT STATION
Exit A,1.3840745028734758,103.90214755814063,KANGKAR LRT STATION
Exit B,1.3837652031672463,103.90227636802918,KANGKAR LRT STATION
Exit 1,1.2975385117765033,103.88709207500811,KATONG PARK MRT STATION
Exit 2,1.2983796827911394,103.88506921760501,KATONG PARK MRT STATION
Exit A,1.3784649670168292,103.74922684160637,KEAT HONG LRT STATION
Exit A,1.3209237602820207,103.91294107940732,KEMBANGAN MRT STATION
Exit B,1.3211521080554456,103.91289928874629,KEMBANGAN MRT STATION
Exit A,1.2943158870094893,103.78446589536516,KENT RIDGE MRT STATION
Exit B,1.292428115908549,103.78480963188217,KENT RIDGE MRT STATION
Exit C,1.2939847851670137,103.784490451682,KENT RIDGE MRT STATION
Exit D,1.2932188028411657,103.78453465663856,KENT RIDGE MRT STATION
Exit A,1.4170582124269768,103.83292241700968,KHATIB MRT STATION
Exit B,1.4171434179297155,103.83270666774294,KHATIB MRT STATION
Exit C,1.4175447068525804,103.83288691369441,KHATIB MRT STATION
Exit D,1.4178690371168612,103.83323102003853,KHATIB MRT STATION
Exit A,1.335537077669763,103.78303026021548,KING ALBERT PARK MRT STATION
Exit B,1.33597604551556,103.78456158478065,KING ALBERT PARK MRT STATION
Exit A,1.3597075887012466,103.8843074286358,KOVAN MRT STATION
Exit B,1.3602056230632658,103.88472173212224,KOVAN MRT STATION
Exit C,1.3600280101444633,103.88545057800044,KOVAN MRT STATION
Exit A,1.4247391712175417,103.76201851559114,KRANJI MRT STATION
Exit B,1.4248526446610568,103.76194060609642,KRANJI MRT STATION
Exit C,1.4251259491570445,103.76175468556137,KRANJI MRT STATION
Exit D,1.4251249593550084,103.76249677052948,KRANJI MRT STATION
Exit A,1.3982841977600906,103.88113916979948,KUPANG LRT STATION
Exit B,1.3981587914724123,103.88113793620703,KUPANG LRT STATION
Exit A,1.2721069580543352,103.80235555366292,LABRADOR PARK MRT STATION
Exit A,1.3439833412621969,103.720448529393,LAKESIDE MRT STATION
Exit B,1.344081457519484,103.72107541274288,LAKESIDE MRT STATION
Exit C,1.3443041699686624,103.72171282700319,LAKESIDE MRT STATION
Exit A,1.307169460472736,103.86304306290333,LAVENDER MRT STATION
Exit B,1.3076185391316715,103.86265031662273,LAVENDER MRT STATION
Exit A,1.3920261721317324,103.88015973051905,LAYAR LRT STATION
Exit B,1.3921445374146684,103.88014279914344,LAYAR LRT STATION
Exit 1,1.3854098299074886,103.8353599767011,LENTOR MRT STATION
Exit 2,1.3858909900868417,103.83582345202382,LENTOR MRT STATION
Exit 3,1.38460195423691,103.83739808002932,LENTOR MRT STATION
Exit 4,1.3836277515432962,103.83733866006392,LENTOR MRT STATION
Exit 5,1.384162375361772,103.83683953269572,LENTOR MRT STATION
Exit A,1.3056052510392235,103.84936002946029,LITTLE INDIA MRT STATION
Exit B,1.306563555357783,103.84898508971142,LITTLE INDIA MRT STATION
