Exit Code,Latitude,Longitude,Station Name
Exit C,1.3063515540862423,103.84970482293288,LITTLE INDIA MRT STATION
Exit D,1.3068547371908685,103.84899998224137,LITTLE INDIA MRT STATION
Exit E,1.3074264443989476,103.85032215995454,LITTLE INDIA MRT STATION
Exit F,1.307683536558851,103.84830439913581,LITTLE INDIA MRT STATION
Exit A,1.3514391035751394,103.86493367346459,LORONG CHUAN MRT STATION
Exit B,1.3517385379127682,103.86291829995642,LORONG CHUAN MRT STATION
Exit A,1.3266787588073006,103.88979333652624,MACPHERSON MRT STATION
Exit B,1.325855030181965,103.89066567522076,MACPHERSON MRT STATION
Exit C,1.32548152990651,103.89026256557356,MACPHERSON MRT STATION
Exit D,1.3251454586796771,103.88845483437636,MACPHERSON MRT STATION
Exit E,1.3261927775504818,103.88861521167733,MACPHERSON MRT STATION
Exit 1,1.2773530329779264,103.85447003295413,MARINA BAY MRT STATION
Exit 2,1.2761589313162336,103.85500333791994,MARINA BAY MRT STATION
Exit 3,1.2754163658971882,103.85537174149034,MARINA BAY MRT STATION
Exit 4,1.2736342091095512,103.85648883626318,MARINA BAY MRT STATION
Exit 5,1.2746932644544062,103.85431950195625,MARINA BAY MRT STATION
Exit 1,1.2735748044859307,103.8615038787278,MARINA SOUTH MRT STATION
Exit 2,1.2738599495197072,103.86177721011121,MARINA SOUTH MRT STATION
Exit 3,1.273135205086787,103.86289430462864,MARINA SOUTH MRT STATION
Exit 4,1.2755114146116426,103.86266850887442,MARINA SOUTH MRT STATION
Exit A,1.2705299895186322,103.86233005096989,MARINA SOUTH PIER MRT STATION
Exit B,1.2714378371622164,103.86357966976392,MARINA SOUTH PIER MRT STATION
Exit 1,1.3020932936434937,103.9059103666293,MARINE PARADE MRT STATION
Exit 2,1.302531699392386,103.90459124473303,MARINE PARADE MRT STATION
Exit 3,1.303593996641583,103.90605286229047,MARINE PARADE MRT STATION
Exit 4,1.3045658550115677,103.90762749031286,MARINE PARADE MRT STATION
Exit 5,1.3055802189000016,103.90909370848797,MARINE PARADE MRT STATION
Exit 6,1.3042985347100633,103.90778792411058,MARINE PARADE MRT STATION
Exit 1,1.3063987001480175,103.91505222707929,MARINE TERRACE MRT STATION
Exit 2,1.3057892098989736,103.91325299089799,MARINE TERRACE MRT STATION
Exit 3,1.3065792892039465,103.91308661583462,MARINE TERRACE MRT STATION
Exit 4,1.3068953217431258,103.91502013985657,MARINE TERRACE MRT STATION
Exit 5,1.307438278403651,103.91708914206795,MARINE TERRACE MRT STATION
Exit 6,1.3070628420288448,103.91694534600546,MARINE TERRACE MRT STATION
Exit A,1.4328016943533108,103.77421049331159,MARSILING MRT STATION
Exit B,1.432751371720061,103.77441052069655,MARSILING MRT STATION
Exit C,1.4324695224000648,103.7738204510363,MARSILING MRT STATION
Exit D,1.4327513609845839,103.77399713337503,MARSILING MRT STATION
Exit A,1.3489803864213659,103.83908795680053,MARYMOUNT MRT STATION
Exit B,1.3478660721730777,103.84005891807723,MARYMOUNT MRT STATION
Exit A,1.327251414091795,103.88273206724486,MATTAR MRT STATION
Exit B,1.3264635221670715,103.88374838731283,MATTAR MRT STATION
Exit 1,1.2810342552625935,103.84416441347508,MAXWELL MRT STATION
Exit 2,1.2809194365909107,103.84489545926178,MAXWELL MRT STATION
Exit 3,1.2801915223809375,103.84291630554293,MAXWELL MRT STATION
Exit 1,1.3727039723470345,103.83671675130967,MAYFLOWER MRT STATION
Exit 2,1.3737197610491918,103.837031676998,MAYFLOWER MRT STATION
Exit 3,1.3735320920974323,103.83746104124462,MAYFLOWER MRT STATION
Exit 4,1.3712763229015377,103.83679597809743,MAYFLOWER MRT STATION
Exit 5,1.3707773381548525,103.83676032658745,MAYFLOWER MRT STATION
Exit 6,1.370896144193217,103.83630873474603,MAYFLOWER MRT STATION
Exit 7,1.3713773076184756,103.83628496724023,MAYFLOWER MRT STATION
Exit A,1.3966810501386635,103.90896583318727,MERIDIAN LRT STATION
Exit B,1.397121689799433,103.90886949615401,MERIDIAN LRT STATION
Exit A,1.3067527102284724,103.8825975357342,MOUNTBATTEN MRT STATION
Exit B,1.3060459256607546,103.88324829270354,MOUNTBATTEN MRT STATION
Exit 1,1.3069359879223381,103.81948377777624,NAPIER MRT STATION
Exit 2,1.3063449793684014,103.8195066211851,NAPIER MRT STATION
Exit A,1.312597796688079,103.83788132539095,NEWTON MRT STATION
Exit B,1.3120754621212656,103.83821906936093,NEWTON MRT STATION
Exit C,1.313617269149807,103.83824238163545,NEWTON MRT STATION
Exit A,1.4117727733571026,103.90007380805265,NIBONG LRT STATION
Exit B,1.4119103237022979,103.90053155420699,NIBONG LRT STATION
Exit A,1.3001696897088442,103.8635059552432,NICOLL HIGHWAY MRT STATION
Exit B,1.2996607596837686,103.86415174770211,NICOLL HIGHWAY MRT STATION
Exit A,1.321094868302358,103.84438933387052,NOVENA MRT STATION
Exit B,1.3198958860347805,103.84333973347628,NOVENA MRT STATION
Exit A,1.4025071314475719,103.91264613306079,OASIS LRT STATION
Exit B,1.4021037193748016,103.91275457379543,OASIS LRT STATION
Exit A,1.2990274987228132,103.78690746632078,ONE-NORTH MRT STATION
Exit B,1.3003594934794571,103.78792780616781,ONE-NORTH MRT STATION
Exit C,1.2997146976063356,103.78756545620355,ONE-NORTH MRT STATION
Exit D,1.3000747028842092,103.78778481055383,ONE-NORTH MRT STATION
Exit 1,1.3036239533903895,103.82363789843602,ORCHARD BOULEVARD MRT STATION
Exit 2,1.3024633242845058,103.82389561211956,ORCHARD BOULEVARD MRT STATION
Exit 1,1.304892178137147,103.83252425937934,ORCHARD MRT STATION
Exit 10,1.3040457054348609,103.83112657424772,ORCHARD MRT STATION
Exit 11,1.3042179790540407,103.83049672354741,ORCHARD MRT STATION
Exit 12,1.302857614748984,103.8306630989529,ORCHARD MRT STATION
Exit 13,1.3022992113235183,103.83212482963054,ORCHARD MRT STATION
Exit 2,1.3043543985604196,103.8326196115145,ORCHARD MRT STATION
Exit 3,1.304161137655932,103.83277079650809,ORCHARD MRT STATION
Exit 4,1.3045604741192454,103.83203980088224,ORCHARD MRT STATION
Exit 5,1.303944717459933,103.83202381515746,ORCHARD MRT STATION
Exit 6,1.3036476952659275,103.83232091515383,ORCHARD MRT STATION
Exit 7,1.3031675344788836,103.83217160123877,ORCHARD MRT STATION
Exit 8,1.303445719589311,103.83178613555991,ORCHARD MRT STATION
Exit 9,1.3036655162164055,103.83150686184108,ORCHARD MRT STATION
Exit 1,1.2816024282435041,103.83865770171187,OUTRAM PARK MRT STATION
Exit 2,1.2816753456885712,103.8389348372173,OUTRAM PARK MRT STATION
Exit 3,1.280993276156108,103.83978923248007,OUTRAM PARK MRT STATION
Exit 4,1.280213353869118,103.84038678709574,OUTRAM PARK MRT STATION
Exit 5,1.2789469557328974,103.83954924144093,OUTRAM PARK MRT STATION
Exit 6,1.27905123851202,103.83853725196758,OUTRAM PARK MRT STATION
Exit 7,1.2810220177189033,103.83864019518941,OUTRAM PARK MRT STATION
Exit 8,1.2823216309524463,103.83811712967395,OUTRAM PARK MRT STATION
Exit A,1.276003232785054,103.79203018692041,PASIR PANJANG MRT STATION
Exit A,1.3728419690805276,103.94933342664457,PASIR RIS MRT STATION
Exit B,1.372886236352008,103.94913694034909,PASIR RIS MRT STATION
Exit A,1.3182159921500778,103.89278832410525,PAYA LEBAR MRT STATION
Exit B,1.3183474668988477,103.89221716863163,PAYA LEBAR MRT STATION
Exit C,1.3181492854313128,103.8917211215916,PAYA LEBAR MRT STATION
Exit D,1.3165877194692752,103.89207769924559,PAYA LEBAR MRT STATION
Exit A,1.376297117193637,103.77132784229688,PENDING LRT STATION
Exit A,1.37760322809516,103.76679301496294,PETIR LRT STATION
Exit A,1.378614068213967,103.75825247510643,PHOENIX LRT STATION
Exit A,1.3373446269204403,103.69715537341133,PIONEER MRT STATION
Exit B,1.3378316280054785,103.69712945287633,PIONEER MRT STATION
Exit A,1.3328013522428703,103.86896644470293,POTONG PASIR MRT STATION
Exit B,1.3311481407339933,103.86933323936297,POTONG PASIR MRT STATION
Exit C,1.3310667109798315,103.86870389318757,POTONG PASIR MRT STATION
Exit A,1.2917116609988615,103.86067361130195,PROMENADE MRT STATION
Exit B,1.2938620878762646,103.86013688440227,PROMENADE MRT STATION
Exit C,1.2941027563615055,103.86023648411177,PROMENADE MRT STATION
Exit C,1.4043006257297816,103.90211563918285,PUNGGOL LRT STATION
Exit D,1.404438336178063,103.90179852436347,PUNGGOL LRT STATION
Exit A,1.405339576226845,103.90230599665618,PUNGGOL MRT STATION
Exit B,1.4051862417636451,103.90259819698754,PUNGGOL MRT STATION
Exit A,1.4169147679142875,103.90681779233337,PUNGGOL POINT LRT STATION
Exit B,1.4166640679409692,103.9066933049236,PUNGGOL POINT LRT STATION
Exit A,1.2942472621509544,103.80618277713309,QUEENSTOWN MRT STATION
Exit B,1.2943299089060527,103.80631147275847,QUEENSTOWN MRT STATION
Exit C,1.2954462560700986,103.80558472989604,QUEENSTOWN MRT STATION
Exit D,1.2953829305261282,103.80549220488795,QUEENSTOWN MRT STATION
Exit A,1.2841251477036855,103.85143835365814,RAFFLES PLACE MRT STATION
Exit B,1.2846068745370232,103.85147997829907,RAFFLES PLACE MRT STATION
Exit C,1.2836305207274084,103.8515625354869,RAFFLES PLACE MRT STATION
Exit D,1.283641390877421,103.85135321456237,RAFFLES PLACE MRT STATION
Exit E,1.2832115821243628,103.8515225951546,RAFFLES PLACE MRT STATION
Exit F,1.2825385749191898,103.85096090209325,RAFFLES PLACE MRT STATION
Exit G,1.2850168973017784,103.85147813199741,RAFFLES PLACE MRT STATION
Exit H,1.285258281201247,103.85162171586596,RAFFLES PLACE MRT STATION
Exit I,1.282382307297459,103.85143330239858,RAFFLES PLACE MRT STATION
Exit J,1.28262623356678,103.85129603343073,RAFFLES PLACE MRT STATION
Exit A,1.3841763860698961,103.89732172381714,RANGGUNG LRT STATION
Exit B,1.3841048834051197,103.8972239380547,RANGGUNG LRT STATION
Exit A,1.2893707046735148,103.81699445855267,REDHILL MRT STATION
Exit B,1.2894858753609895,103.81724937307973,REDHILL MRT STATION
Exit A,1.3866979558885189,103.89040916173235,RENJONG LRT STATION
Exit B,1.386814144215554,103.89043819212365,RENJONG LRT STATION
Exit A,1.3943256111183955,103.91626309852711,RIVIERA LRT STATION
Exit B,1.3945590659696856,103.91593547052074,RIVIERA LRT STATION
Exit A,1.3034041065355197,103.85237502163348,ROCHOR MRT STATION
Exit B,1.304214777033743,103.85310433564943,ROCHOR MRT STATION
Exit A,1.3913404864174224,103.9060187916516,RUMBIA LRT STATION
Exit B,1.3914142417871276,103.90610581936582,RUMBIA LRT STATION
Exit A,1.4097025000417631,103.90503857100495,SAM KEE LRT STATION
Exit B,1.4098276724417222,103.9047922799363,SAM KEE LRT STATION
Exit A,1.4158653604828477,103.90191150962721,SAMUDERA LRT STATION
Exit B,1.41590585709171,103.90236156011096,SAMUDERA LRT STATION
Exit A,1.3878115559952267,103.76940991480218,SEGAR LRT STATION
Exit A,1.4488373194331288,103.82010973575841,SEMBAWANG MRT STATION
Exit B,1.4487682603258423,103.81979020457172,SEMBAWANG MRT STATION
Exit C,1.44915683716069,103.81975896600352,SEMBAWANG MRT STATION
Exit D,1.448927331537594,103.82040156029227,SEMBAWANG MRT STATION
Exit A,1.3918291197182173,103.89540572075428,SENGKANG MRT STATION
Exit B,1.3917956376620702,103.89563689436537,SENGKANG MRT STATION
Exit C,1.3908815860944936,103.89520939988465,SENGKANG MRT STATION
Exit D,1.3923708436315307,103.89570545661016,SENGKANG MRT STATION
Exit A,1.3828754471752023,103.76232576657173,SENJA LRT STATION
Exit A,1.3494816802550018,103.87395739539099,SERANGOON MRT STATION
Exit B,1.3498337382561254,103.87364132190379,SERANGOON MRT STATION
Exit C,1.350595104421425,103.87369401449845,SERANGOON MRT STATION
Exit D,1.3499015921064987,103.87432194657637,SERANGOON MRT STATION
Exit E,1.3508202454303972,103.87290211634077,SERANGOON MRT STATION
Exit F,1.3509482779369533,103.87144934034903,SERANGOON MRT STATION
Exit G,1.3507901994138853,103.87286669539574,SERANGOON MRT STATION
Exit H,1.3497276995143592,103.873546495734,SERANGOON MRT STATION
Exit 1,1.2774620583356546,103.85183570738151,SHENTON WAY MRT STATION
Exit 2,1.2770030544242335,103.85091509462848,SHENTON WAY MRT STATION
Exit 3,1.277629581126691,103.85012877107079,SHENTON WAY MRT STATION
Exit 4,1.2776559417698303,103.85103408604942,SHENTON WAY MRT STATION
Exit 5,1.2771436461188985,103.85180797805077,SHENTON WAY MRT STATION
Exit 6,1.2779292050949722,103.84989322327651,SHENTON WAY MRT STATION
Exit 1,1.3088503155584577,103.9287926248893,SIGLAP MRT STATION
Exit 2,1.309776570718989,103.92858629687198,SIGLAP MRT STATION
Exit 3,1.310589222582442,103.93124593288341,SIGLAP MRT STATION
Exit 4,1.3102017218908424,103.9312910608542,SIGLAP MRT STATION
Exit A,1.3426617945337078,103.953818676297,SIMEI MRT STATION
Exit A,1.330780469946184,103.79656608212053,SIXTH AVENUE MRT STATION
Exit B,1.3315213014357175,103.7968481782287,SIXTH AVENUE MRT STATION
Exit A,1.3000284884873998,103.83839932657575,SOMERSET MRT STATION
Exit B,1.300766518771738,103.838458985164,SOMERSET MRT STATION
Exit C,1.3004362205899318,103.83876558428138,SOMERSET MRT STATION
Exit D,1.3002411386798598,103.83973414808479,SOMERSET MRT STATION
Exit A,1.4050149248670734,103.897029921817,SOO TECK LRT STATION
Exit B,1.4052448994991427,103.89740857212135,SOO TECK LRT STATION
Exit A,1.3803176569910298,103.74510113107972,SOUTH VIEW LRT STATION
Exit 1,1.3987872483653485,103.81800341495403,SPRINGLEAF MRT STATION
Exit 2,1.3978208040575055,103.81839060713808,SPRINGLEAF MRT STATION
Exit 3,1.3976841788785623,103.81808162380058,SPRINGLEAF MRT STATION
Exit A,1.3025110877234043,103.87439998828935,STADIUM MRT STATION
Exit B,1.3033702260202458,103.87622623397485,STADIUM MRT STATION
Exit 1,1.319951635106423,103.82572837817727,STEVENS MRT STATION
Exit 2,1.3188288961882542,103.82601359358057,STEVENS MRT STATION
Exit 3,1.3194704609951542,103.82499157064271,STEVENS MRT STATION
Exit 4,1.321519904255611,103.82588286965881,STEVENS MRT STATION
Exit 5,1.320937743414412,103.8263225771446,STEVENS MRT STATION
Exit A,1.4083684310204716,103.89833568007762,SUMANG LRT STATION
Exit B,1.4084879018383736,103.8987571239555,SUMANG LRT STATION
Exit A,1.3359140849264504,103.88762743726211,TAI SENG MRT STATION
Exit B,1.3346208772307528,103.88821406777215,TAI SENG MRT STATION
Exit A,1.356460761667418,103.95454044078075,TAMPINES EAST MRT STATION
Exit B,1.3555882263947188,103.95517001422066,TAMPINES EAST MRT STATION
Exit C,1.3555531715017815,103.95570471137918,TAMPINES EAST MRT STATION
Exit D,1.3569701935566743,103.95571743792196,TAMPINES EAST MRT STATION
Exit A,1.3537640125402173,103.94476631210706,TAMPINES MRT STATION
Exit B,1.3535390816670922,103.94508956333436,TAMPINES MRT STATION
Exit C,1.353398312649212,103.9449039578947,TAMPINES MRT STATION
Exit D,1.354870574817919,103.94367818203155,TAMPINES MRT STATION
Exit E,1.355853444764249,103.94265881069441,TAMPINES MRT STATION
Exit F,1.3541939276064219,103.94265368187834,TAMPINES MRT STATION
Exit G,1.3545963387281112,103.94272349669535,TAMPINES MRT STATION
Exit A,1.3456305876139147,103.93819674000568,TAMPINES WEST MRT STATION
Exit B,1.3449991975144835,103.93894850378165,TAMPINES WEST MRT STATION
Exit A,1.3253330690801757,103.80779911907287,TAN KAH KEE MRT STATION
Exit B,1.3261461588254935,103.80780087370651,TAN KAH KEE MRT STATION
Exit A,1.3268577483881843,103.94579472792945,TANAH MERAH MRT STATION
Exit B,1.3270612758143558,103.9457230415822,TANAH MERAH MRT STATION
Exit 1,1.2990386927771713,103.89704545419403,TANJONG KATONG MRT STATION
Exit 2,1.2990161196075827,103.89769313140535,TANJONG KATONG MRT STATION
Exit 3,1.300229200662339,103.89771528877114,TANJONG KATONG MRT STATION
Exit A,1.2764085007399384,103.84483401420995,TANJONG PAGAR MRT STATION
Exit B,1.2766717422526974,103.8465445904738,TANJONG PAGAR MRT STATION
Exit C,1.2760892299950208,103.84653355796422,TANJONG PAGAR MRT STATION
Exit D,1.276064828263426,103.84690880020437,TANJONG PAGAR MRT STATION
Exit E,1.2762591011325783,103.84709579119706,TANJONG PAGAR MRT STATION
Exit F,1.2773794881071403,103.84692758023486,TANJONG PAGAR MRT STATION
Exit G,1.277784540365026,103.8469531475443,TANJONG PAGAR MRT STATION
Exit H,1.2754509043453175,103.8464450884119,TANJONG PAGAR MRT STATION
Exit I,1.2764479679167846,103.84565600388527,TANJONG PAGAR MRT STATION
Exit 1,1.296459488281608,103.87347790491667,TANJONG RHU MRT STATION
Exit 2,1.2982000462876002,103.8736026871191,TANJONG RHU MRT STATION
Exit A,1.4128757347357002,103.90678152950578,TECK LEE LRT STATION
Exit B,1.41292900309077,103.90651078993365,TECK LEE LRT STATION
Exit A,1.3765641949369936,103.75382610234246,TECK WHYE LRT STATION
Exit A,1.2818873892355847,103.84850654389615,TELOK AYER MRT STATION
Exit B,1.2824972750387271,103.84877332815995,TELOK AYER MRT STATION
Exit C,1.282250664264074,103.84884165606141,TELOK AYER MRT STATION
Exit A,1.2707212262114045,103.80988373092025,TELOK BLANGAH MRT STATION
Exit A,1.3971980359239675,103.87556636438234,THANGGAM LRT STATION
Exit B,1.3971924583386544,103.87568683695845,THANGGAM LRT STATION
Exit A,1.285759455898818,103.82699059514609,TIONG BAHRU MRT STATION
Exit B,1.286361941390426,103.8274964133934,TIONG BAHRU MRT STATION
Exit A,1.3323764420302064,103.84772380431387,TOA PAYOH MRT STATION
Exit B,1.3323155366467678,103.847577567476,TOA PAYOH MRT STATION
Exit C,1.3329941018374794,103.84731977363178,TOA PAYOH MRT STATION
Exit D,1.3332787459863253,103.84651740615568,TOA PAYOH MRT STATION
Exit A,1.3891801609980827,103.88596211411945,TONGKANG LRT STATION
Exit B,1.3893790079485524,103.88608435738307,TONGKANG LRT STATION
Exit A,1.3207638171122238,103.64895874126714,TUAS CRESCENT MRT STATION
Exit B,1.3212435963986766,103.64928678910867,TUAS CRESCENT MRT STATION
Exit A,1.3404268992051425,103.63724572002151,TUAS LINK MRT STATION
Exit B,1.3409400722685778,103.63684066747358,TUAS LINK MRT STATION
Exit A,1.3298724241392643,103.63928434470874,TUAS WEST ROAD MRT STATION
Exit B,1.3301823302320677,103.6397907112947,TUAS WEST ROAD MRT STATION
Exit A,1.3299508282897736,103.89987669085686,UBI MRT STATION
Exit B,1.329830770674731,103.89858557091625,UBI MRT STATION
Exit A,1.3420065422681042,103.96096063018997,UPPER CHANGI MRT STATION
Exit A,1.3418611973421342,103.9613284805394,UPPER CHANGI MRT STATION
Exit B,1.3410376791225642,103.96147626842628,UPPER CHANGI MRT STATION
Exit C,1.3419926673422482,103.96161727307985,UPPER CHANGI MRT STATION
Exit D,1.3408404740643267,103.96104308070888,UPPER CHANGI MRT STATION
Exit 1,1.354833644682351,103.8319161968925,UPPER THOMSON MRT STATION
Exit 2,1.3557365747065533,103.8318330090042,UPPER THOMSON MRT STATION
Exit 3,1.3541445663788472,103.83392459060627,UPPER THOMSON MRT STATION
Exit 4,1.3535030102965167,103.83379386731406,UPPER THOMSON MRT STATION
Exit 5,1.3544178218637264,103.83263517825011,UPPER THOMSON MRT STATION
Exit 1,1.4366968752462377,103.78573562446458,WOODLANDS MRT STATION
Exit 2,1.436673114687528,103.7865080837622,WOODLANDS MRT STATION
Exit 3,1.4372433670398619,103.78710822541109,WOODLANDS MRT STATION
Exit 4,1.4375403735797483,103.78800546566868,WOODLANDS MRT STATION
Exit 5,1.4358439359358868,103.78896432811273,WOODLANDS MRT STATION
Exit 6,1.4348151751388867,103.78908910975163,WOODLANDS MRT STATION
Exit 7,1.4344955258377818,103.78797676882189,WOODLANDS MRT STATION
Exit 1,1.4479365024965063,103.7854290806745,WOODLANDS NORTH MRT STATION
Exit 2,1.4490472997072523,103.78510227142458,WOODLANDS NORTH MRT STATION
Exit 1,1.4273020172478001,103.79302746334568,WOODLANDS SOUTH MRT STATION
Exit 2,1.4276049641345527,103.79341369273166,WOODLANDS SOUTH MRT STATION
Exit 3,1.4274267600356203,103.7945604978579,WOODLANDS SOUTH MRT STATION
Exit 4,1.4266842408027618,103.7944238317872,WOODLANDS SOUTH MRT STATION
Exit 5,1.4258433869092755,103.79436521102042,WOODLANDS SOUTH MRT STATION
Exit A,1.3385106544114485,103.87094060456803,WOODLEIGH MRT STATION
Exit B,1.3385831494601297,103.87050846814451,WOODLEIGH MRT STATION
Exit C,1.339867219941902,103.87105380415785,WOODLEIGH MRT STATION
Exit A,1.3976554793526916,103.74719516647077,YEW TEE MRT STATION
Exit B,1.3980677680600264,103.74732988003458,YEW TEE MRT STATION
Exit C,1.3970007717306616,103.74743189325034,YEW TEE MRT STATION
Exit D,1.3972725119722809,103.74711143100039,YEW TEE MRT STATION
Exit A,1.3816444074306995,103.84483419549113,YIO CHU KANG MRT STATION
Exit B,1.381547520536042,103.84494684754169,YIO CHU KANG MRT STATION
Exit C,1.3819536213060495,103.84464576043435,YIO CHU KANG MRT STATION
Exit A,1.429397167315948,103.83478360318439,YISHUN MRT STATION
Exit B,1.4296362919100813,103.83486553346143,YISHUN MRT STATION
Exit C,1.4291168143137056,103.8350908427129,YISHUN MRT STATION
Exit D,1.4291065074428853,103.83486348521703,YISHUN MRT STATION
Exit E,1.4296655971646168,103.83564365493329,YISHUN MRT STATION
